id_mpio,entidad,mpio,clasificacion_2000,grado_idh_2005,idh_2000,clasificacion_2005,idh_2005,tasa_moralidad_infantil_2000,tasa_mortalidad_infantil_2005,tasa_alfabetizacion_2000,tasa_alfabetizacion_2005,tasa_asistencia_escolar_2000,tasa_asistencia_escolar_2005,usd_ppc_2000,usd_ppc_2005,indice_salud_2000,indice_salud_2005,indice_educacion_2000,indice_educacion_2005,indice_ingreso_2000,indice_ingreso_2005
14043,Jalisco,La Huerta,822,medio,0.7471,739,0.7895,27.94764,22.22428,88.99589,89.08827,57.50682,63.67777,5567.224744,7826.146071,0.7855601,0.8347558,0.7849953,0.8061811,0.670868,0.7277111
10015,Durango,Nazas,668,medio,0.7580,740,0.7895,27.75258,19.88303,92.85714,92.95912,64.79163,66.30992,4969.107161,5638.099831,0.7872369,0.8548804,0.8350197,0.8407606,0.6518983,0.6729794
20092,Oaxaca,San Andrés Ixtlahuaca,1318,medio,0.7067,741,0.7895,28.39807,17.38142,83.95324,87.79487,64.96212,63.69168,2907.896489,6417.590658,0.7816883,0.8763832,0.7762287,0.7976047,0.5624693,0.6945928
17001,Morelos,Amacuzac,783,medio,0.7502,742,0.7892,26.68024,16.54364,85.15773,86.39489,59.95475,65.00083,6118.056834,6302.182033,0.7964544,0.8835846,0.7675674,0.7926354,0.686615,0.691564
14005,Jalisco,Amatitán,276,medio,0.7936,743,0.7892,25.32098,20.31246,91.49235,92.09394,59.8473,65.39042,9683.230916,6046.223974,0.8081378,0.851189,0.80944,0.8319277,0.7632492,0.6846438
29018,Tlaxcala,Contla de Juan Cuamatzi,386,medio,0.7821,744,0.7892,25.65505,20.29985,90.46938,92.19981,61.92289,67.14555,8015.586976,5808.960978,0.8052666,0.8512976,0.8095388,0.8384839,0.7317031,0.6779622
16043,Michoacán,Jacona,697,medio,0.7559,745,0.7891,22.59094,16.6044,85.58733,86.35373,51.25104,56.5377,6432.300767,7479.242255,0.8316044,0.883062,0.741419,0.7641505,0.6949749,0.7201439
32030,Zacatecas,Momax,705,medio,0.7555,746,0.7891,27.28137,22.88159,89.94898,90.92783,54.12685,63.6076,6446.916663,7472.127512,0.7912875,0.8291062,0.7800827,0.8182109,0.6953537,0.7199851
14034,Jalisco,Ejutla,627,medio,0.7618,747,0.7890,25.87545,27.34547,89.81158,89.44724,58.22002,63.81679,6214.551004,9924.988633,0.803372,0.7907362,0.7928106,0.8090376,0.6892269,0.7673651
05007,Coahuila,Cuatro Ciénegas,623,medio,0.7624,748,0.7889,26.06891,26.08013,92.55941,94.12918,62.33212,65.8601,5243.873978,7396.606161,0.8017089,0.8016126,0.8248365,0.8470615,0.6608811,0.7182896
14085,Jalisco,Tamazula de Gordiano,524,medio,0.7700,749,0.7889,24.58562,22.54962,86.81625,88.5515,58.64865,61.75354,7531.547457,8361.541402,0.814459,0.8319594,0.7742705,0.7961885,0.721307,0.7387556
20570,Oaxaca,Zimatlán de Álvarez,853,medio,0.7449,750,0.7888,26.37591,21.15939,85,85.37158,63.29757,66.88769,5157.385543,7964.768433,0.7990704,0.8439092,0.7776586,0.7921029,0.6581054,0.7306415
06009,Colima,Tecomán,654,medio,0.7592,751,0.7888,24.99471,20.5112,87.02839,86.77088,55.13207,59.09991,6743.575981,8504.861282,0.8109423,0.8494809,0.7639628,0.7754722,0.7028624,0.7415921
15088,México,Tenancingo,590,medio,0.7647,752,0.7888,24.37709,21.87745,89.63986,90.4258,61.66379,63.15855,5703.472006,7267.454847,0.8162512,0.837737,0.8031451,0.8133672,0.6749035,0.7153495
29009,Tlaxcala,Cuaxomulco,594,medio,0.7643,753,0.7888,27.34485,17.34859,93.19603,94.8629,63.11703,69.75639,5554.936626,4225.617896,0.7907419,0.8766655,0.8316969,0.8649406,0.6704992,0.6248474
19005,Nuevo León,Anáhuac,311,medio,0.7902,754,0.7886,24.15084,17.14038,94.07741,94.62004,56.46446,61.44375,8278.936836,4967.447251,0.818196,0.8784551,0.8153976,0.8356128,0.7370985,0.6518425
32046,Zacatecas,Tepetongo,820,medio,0.7472,755,0.7885,30.49247,20.129,89.55734,90.61024,56.69802,61.15044,6319.887202,6829.516409,0.7636858,0.852766,0.7860423,0.8079031,0.6920322,0.704976
30136,Veracruz,Rafael Lucio,966,medio,0.7348,756,0.7884,26.17589,18.0682,87.98834,90.05168,56.93333,61.86957,4288.575564,6184.816714,0.8007893,0.87048,0.7763667,0.8065764,0.6273157,0.6884264
30128,Veracruz,Perote,528,medio,0.7697,757,0.7884,24.92027,20.25513,85.6958,88.00091,56.69133,63.08807,8288.930322,7325.661607,0.8115822,0.8516818,0.7602764,0.7969663,0.7372999,0.7166809
20054,Oaxaca,Magdalena Zahuatlán,1532,medio,0.6890,758,0.7883,30.29717,17.59372,79.37063,82.86713,64.38356,68.87417,2833.631502,6978.145241,0.7653648,0.8745582,0.7437494,0.7820281,0.5581514,0.7085693
30003,Veracruz,Acayucan,911,medio,0.7391,759,0.7883,24.38214,18.95705,82.72428,84.71018,62.51395,69.14186,4667.202146,6917.160769,0.8162081,0.8628395,0.7598751,0.7952074,0.6414366,0.7071043
29032,Tlaxcala,Tetlatlahuca,423,medio,0.7791,760,0.7881,23.63889,19.23075,95.60948,96.02323,64.70188,66.51532,5270.726112,4688.299488,0.8225964,0.8604874,0.8530695,0.8618726,0.6617336,0.6421894
26012,Sonora,Bácum,813,medio,0.7481,761,0.7881,28.42654,23.44459,91.83673,92.82444,61.48005,66.50711,4793.580939,6616.811853,0.781444,0.8242667,0.8171784,0.84052,0.645896,0.6996952
08018,Chihuahua,Cusihuiriachi,417,medio,0.7796,762,0.7881,26.13802,21.75277,93.92451,93.96999,50.64516,52.75257,8569.168013,7624.270121,0.8011152,0.8388088,0.7949806,0.8023086,0.7428494,0.7233493
16014,Michoacán,Coahuayana,777,medio,0.7505,763,0.7881,26.52455,16.74388,83.61898,84.80392,56.00591,60.66066,7026.339965,7254.024023,0.7977927,0.8818631,0.7441462,0.7675617,0.7097181,0.7150408
26071,Sonora,Benito Juárez,656,medio,0.7587,764,0.7880,27.19677,24.68982,91.94796,91.9408,63.48399,71.74486,5201.046606,6572.539483,0.7920145,0.8135634,0.8245997,0.8520882,0.6595123,0.6985747
32024,Zacatecas,Loreto,555,medio,0.7674,765,0.7880,26.44422,20.22638,91.72836,92.54974,61.09844,64.51279,6191.34672,5887.17453,0.7984833,0.8519293,0.8151839,0.8320408,0.6886026,0.6801945
10004,Durango,Cuencamé,724,medio,0.7548,766,0.7880,26.83316,21.99924,94.59077,94.27904,57.73227,63.25369,4802.807385,6169.135775,0.7951398,0.8366904,0.823046,0.8393726,0.6462169,0.6880027
26064,Sonora,Trincheras,593,medio,0.7644,767,0.7879,26.51922,24.37847,93.66197,94.5993,58.13953,60.51188,5789.437312,7264.655897,0.7978383,0.8162394,0.8182116,0.8323683,0.6774004,0.7152852
11018,Guanajuato,Jaral del Progreso,608,medio,0.7634,768,0.7879,25.23616,18.96732,86.46885,88.00837,53.22898,61.06922,7825.692731,7066.243983,0.8088668,0.8627514,0.753889,0.7902865,0.7277014,0.7106633
29013,Tlaxcala,Huamantla,562,medio,0.7669,769,0.7878,25.24864,19.78261,90.2665,91.83394,57.69914,60.96236,6547.02878,6336.906228,0.8087597,0.8557436,0.7941071,0.8154341,0.6979256,0.692481
01008,Aguascalientes,San José de Gracia,649,medio,0.7599,770,0.7878,25.38304,19.85871,94.94532,94.80267,61.23983,66.40292,4493.639097,5066.182897,0.8076044,0.8550894,0.8371016,0.8533609,0.6351115,0.6551274
14089,Jalisco,Techaluta de Montenegro,799,medio,0.7492,771,0.7875,25.73585,23.03786,91.9961,93.01887,53.5027,59.87709,4954.303197,7254.426987,0.8045719,0.8277628,0.7916496,0.819716,0.6514003,0.71505
15050,México,Juchitepec,471,medio,0.7748,772,0.7874,24.47076,20.15083,89.47951,90.41753,58.09646,62.79917,7419.877513,6531.642284,0.8154463,0.8525785,0.7901849,0.8121141,0.7188138,0.6975329
10025,Durango,San Bernardo,497,medio,0.7725,773,0.7872,29.00173,21.93689,92.41774,93.58785,61.00544,61.55779,7550.631564,6453.958007,0.7764999,0.8372263,0.8194697,0.8291116,0.7217295,0.6955359
28030,Tamaulipas,Padilla,836,medio,0.7463,774,0.7872,29.06897,17.9396,91.0046,91.95957,63.32714,65.99181,4776.06802,5128.666887,0.775922,0.8715851,0.8177878,0.8330365,0.6452851,0.6571733
32050,Zacatecas,Vetagrande,769,medio,0.7514,775,0.7870,27.54159,22.67872,92.91237,92.34786,55.6592,60.99312,5231.06093,7099.588823,0.7890506,0.8308497,0.8049465,0.8189628,0.6604728,0.7114491
13081,Hidalgo,Zacualtipán de Ángeles,848,medio,0.7452,776,0.7870,25.74877,15.71577,86.12513,87.75823,56.18759,60.63367,5535.051254,5999.087821,0.8044607,0.8907005,0.7614595,0.7871671,0.6699007,0.6833375
15043,México,Xalatlaco,653,medio,0.7594,777,0.7867,23.9203,21.17292,91.90391,94.41428,60.80396,61.77516,4706.619094,5922.86785,0.8201777,0.8437929,0.8153726,0.8353457,0.6428403,0.6812034
14119,Jalisco,Zacoalco de Torres,750,medio,0.7528,778,0.7867,24.64401,23.38453,91.37008,91.95428,58.12702,62.27102,4675.259119,7240.272951,0.8139569,0.8247831,0.8028905,0.8205987,0.6417245,0.7147241
14021,Jalisco,Casimiro Castillo,517,medio,0.7702,779,0.7867,26.00154,21.31313,89.93214,90.2202,60.49795,61.73961,6924.864543,7048.593495,0.8022884,0.8425878,0.8012074,0.8072667,0.7072901,0.7102459
24015,San Luis Potosí,Charcas,,medio,,780,0.7866,27.10802,18.32474,85.57628,86.80946,60.60174,63.05792,,6738.143656,0.7927774,0.8682749,0.7725143,0.7889228,,0.7027279
05037,Coahuila,Villa Unión,526,medio,0.7698,781,0.7866,26.14159,19.43808,93.46356,95.16404,51.48861,58.18505,7201.306309,5631.511568,0.8010844,0.858705,0.7947192,0.8283771,0.7138234,0.6727843
14073,Jalisco,San Juan de los Lagos,916,medio,0.7388,782,0.7865,23.97442,21.38102,89.62338,91.77432,53.38439,57.2323,4139.729982,7259.167541,0.8197125,0.8420043,0.7754372,0.8026031,0.62142,0.7151591
14114,Jalisco,Villa Corona,525,medio,0.7698,783,0.7865,23.67881,21.20926,90.15952,91.03097,59.75149,60.66834,6137.990484,6917.622976,0.8222532,0.8434809,0.8002352,0.8091009,0.6871579,0.7071155
20215,Oaxaca,San Juan Sayultepec,793,medio,0.7496,784,0.7865,24.0951,13.56405,90.92873,93.45238,68.31276,60.25641,3562.59771,4267.833809,0.818675,0.9091958,0.8339007,0.8238706,0.5963609,0.6265065
28035,Tamaulipas,San Fernando,763,medio,0.7520,785,0.7864,27.28948,20.94048,91.39853,92.08198,58.77846,63.75771,5210.095074,6133.094821,0.7912173,0.845791,0.8052517,0.8264056,0.6598025,0.6870248
20483,Oaxaca,Santiago Suchilquitongo,1072,medio,0.7271,786,0.7863,25.94965,15.26002,91.42533,93.61196,59.13044,61.52439,3079.343605,4501.742871,0.8027341,0.8946178,0.8066037,0.829161,0.5720307,0.6354122
16086,Michoacán,Tanhuato,598,medio,0.7641,787,0.7863,24.05549,14.6256,85.50202,85.29648,54.36805,57.99291,7574.420225,6514.934654,0.8190157,0.9000711,0.7512403,0.7619529,0.7222545,0.6971054
30148,Veracruz,Soledad de Doblado,1136,medio,0.7210,788,0.7863,28.22008,17.74585,84.51473,85.76946,54.94082,59.22899,4447.314473,7320.484555,0.7832187,0.8732507,0.7465675,0.7692263,0.633382,0.716563
32036,Zacatecas,Ojocaliente,651,medio,0.7595,789,0.7863,27.20469,21.80518,89.83021,91.04497,57.14112,63.08444,6520.460187,6762.752396,0.7919464,0.8383585,0.7893385,0.8172479,0.6972469,0.7033364
20318,Oaxaca,San Pedro Mixtepec - Dto. 22 -,655,medio,0.7591,790,0.7862,23.49451,16.82144,83.24934,84.65393,61.21297,65.23451,6418.370126,6464.047193,0.8238378,0.8811966,0.7590389,0.7818079,0.694613,0.6957966
29011,Tlaxcala,Muñoz de Domingo Arenas,936,medio,0.7374,791,0.7862,26.36603,21.93194,91.68618,93.53995,60.20525,61.72688,3666.909987,6323.606185,0.7991549,0.8372688,0.8119254,0.829356,0.6011776,0.6921304
07040,Chiapas,Huixtla,1005,medio,0.7316,792,0.7860,29.07136,19.56742,85.18543,86.13924,61.11005,65.85066,4840.876881,6907.804854,0.7759015,0.8575932,0.771603,0.7937638,0.6475347,0.7068784
13054,Hidalgo,San Salvador,527,medio,0.7697,793,0.7860,24.57771,19.6866,88.21912,90.16049,67.14659,70.02005,5977.982303,5444.938743,0.8145266,0.8565691,0.8119494,0.8344701,0.6827493,0.667161
20280,Oaxaca,Villa Talea de Castro,1164,medio,0.7189,794,0.7859,27.09637,21.91489,90.34726,90.09434,62.32465,74.47852,2762.854038,5594.613268,0.7928773,0.8374153,0.8100639,0.8488907,0.5539296,0.6716871
20053,Oaxaca,Magdalena Tlacotepec,1282,medio,0.7101,795,0.7859,26.56437,15.70746,74.58629,79.93311,68.23204,71.85629,3825.265557,6425.902556,0.7974504,0.8907722,0.7246821,0.7724084,0.6082341,0.6948088
20343,Oaxaca,San Sebastián Abasolo,1223,medio,0.7143,796,0.7859,27.12514,14.36695,92,93.41051,59.14634,56.9873,2538.855015,4709.1871,0.7926303,0.9022946,0.8104878,0.8126944,0.5398176,0.6429313
13064,Hidalgo,Tepetitlán,344,medio,0.7867,797,0.7856,25.9245,19.94536,90.71745,91.51274,63.00212,66.71924,8554.410886,5543.002596,0.8029503,0.8543445,0.81479,0.8324824,0.7425617,0.6701402
14103,Jalisco,Tonila,661,medio,0.7584,798,0.7855,25.06854,20.70044,89.06028,89.39697,58.91001,61.85487,5707.513643,6895.576214,0.810308,0.8478542,0.7901019,0.8021626,0.6750217,0.7065827
10031,Durango,Santa Clara,584,medio,0.7650,799,0.7855,29.64976,23.30384,94.10181,93.60167,68.8391,68.64971,5453.911557,5816.734659,0.7709298,0.8254763,0.8568091,0.8528435,0.6674358,0.6781855
26072,Sonora,San Ignacio Río Muerto,865,medio,0.7440,800,0.7853,29.4686,21.25219,91.04461,91.47416,60.78182,69.63997,4912.850659,5572.900167,0.7724867,0.8431115,0.8095701,0.841961,0.6499979,0.671038
15090,México,Tenango del Valle,665,medio,0.7583,801,0.7853,24.65933,20.77024,87.68561,90.45892,59.9465,62.36567,5769.565631,6540.022927,0.8138252,0.8472542,0.7843924,0.810945,0.6768265,0.6977469
21122,Puebla,San Felipe Teotlalcingo,677,medio,0.7573,802,0.7852,25.14181,18.65929,94.41922,95.71865,59.0301,62.57704,4518.35224,4730.300506,0.8096778,0.8653992,0.8262285,0.8467145,0.6360269,0.643678
16075,Michoacán,Los Reyes,721,medio,0.7549,803,0.7852,24.39312,19.57943,84.02515,85.69244,57.95349,60.83761,6453.757686,7663.323523,0.8161134,0.8574902,0.753346,0.774075,0.6955307,0.724202
20541,Oaxaca,Tanetze de Zaragoza,1470,medio,0.6946,804,0.7851,28.75551,17.50848,90.42386,91.04205,53.10559,66.59878,2329.211224,4949.096467,0.7786164,0.8752909,0.7798444,0.8289429,0.5254332,0.6512248
32018,Zacatecas,Huanusco,878,medio,0.7428,805,0.7850,29.31568,18.32948,89.71631,88.8335,58.82913,60.54159,5233.821406,6357.925739,0.7738014,0.8682339,0.7942058,0.7940286,0.6605608,0.6930338
27017,Tabasco,Tenosique,850,medio,0.7451,806,0.7850,26.32173,18.46295,86.64154,87.08176,63.11267,68.64284,4848.223019,5837.367974,0.7995361,0.8670868,0.7879859,0.8093545,0.6477877,0.6787764
16095,Michoacán,Tocumbo,637,medio,0.7612,807,0.7849,22.39676,17.95327,84.9561,84.8896,51.64129,55.71934,7124.675894,8022.387235,0.8332736,0.8714678,0.7385116,0.7516618,0.7120378,0.7318446
04001,Campeche,Calkiní,1043,medio,0.7293,808,0.7848,26.19818,18.44109,81.71788,83.10553,66.1562,67.44646,4154.353805,6975.748137,0.8005977,0.8672748,0.7653065,0.7788584,0.6220085,0.708512
30014,Veracruz,Amatlán de los Reyes,874,medio,0.7430,809,0.7847,28.49469,18.1346,87.99289,88.95503,59.27877,66.05176,5349.351045,5573.773721,0.7808579,0.8699093,0.7842152,0.8132061,0.664205,0.6710642
31062,Yucatán,Sacalum,1540,medio,0.6886,810,0.7846,32.02344,19.24038,82.35537,85.98835,65.14353,59.77077,2685.13179,7521.323754,0.7505264,0.8604044,0.7661809,0.7724916,0.549167,0.7210803
10021,Durango,Peñón Blanco,540,medio,0.7685,811,0.7846,29.73067,25.22061,93.20836,93.1132,65.40503,64.39832,6469.187819,7015.168174,0.770234,0.8090006,0.8394058,0.8354157,0.6959293,0.7094526
11037,Guanajuato,Silao,674,medio,0.7573,812,0.7846,25.7264,21.7034,87.05589,89.38983,56.59868,59.37633,6565.906084,7507.144009,0.8046533,0.8392331,0.7690348,0.7938533,0.6984062,0.7207654
13058,Hidalgo,Tasquillo,709,medio,0.7554,813,0.7845,26.83865,17.15229,84.38006,85.09341,65.17143,70.55907,6302.267279,5630.124388,0.7950926,0.8783526,0.7797718,0.8024863,0.6915662,0.6727431
14094,Jalisco,Tequila,458,medio,0.7757,814,0.7844,24.87248,22.48146,92.5254,93.14278,59.23635,66.36962,6672.93056,5829.760284,0.8119931,0.8325455,0.8142905,0.8421839,0.7011048,0.6785588
14078,Jalisco,San Miguel el Alto,520,medio,0.7701,815,0.7842,24.21105,20.45983,87.48465,89.55714,54.28668,55.36666,7861.026971,7532.647541,0.8176785,0.8499225,0.7641866,0.7816032,0.7284533,0.7213314
31039,Yucatán,Ixil,1422,medio,0.6990,816,0.7842,29.46929,21.15501,87.132,88.27869,55.35456,62.12673,2854.256712,7176.500707,0.7724806,0.8439471,0.7653952,0.7956137,0.5593618,0.7132475
17004,Morelos,Ayala,764,medio,0.7520,817,0.7841,26.05683,20.72312,84.97293,86.60058,57.95965,64.14207,6420.749424,7197.984102,0.8018129,0.8476595,0.759685,0.7911441,0.6946749,0.7137464
18010,Nayarit,Rosamorada,794,medio,0.7496,818,0.7841,26.49416,18.04264,88.17922,88.15796,63.04145,69.08168,4997.135974,5332.501767,0.7980539,0.8706998,0.7979996,0.817992,0.652837,0.6636784
15094,México,Tepetlixpa,868,medio,0.7437,819,0.7840,24.04813,21.09474,92.63543,93.61911,58.18815,61.76425,3654.851368,5803.464797,0.8190787,0.8444651,0.8115301,0.8300082,0.6006278,0.6778043
08042,Chihuahua,Manuel Benavides,265,medio,0.7945,820,0.7840,26.40961,18.42237,91.3924,92.70386,50.51194,51.12936,12593.2001,6479.726455,0.7987804,0.8674357,0.7776558,0.788457,0.8071052,0.696201
06001,Colima,Armería,903,medio,0.7403,821,0.7839,27.47548,21.78659,87.07499,87.72359,58.25514,62.12628,5111.677361,7540.788976,0.7896188,0.8385184,0.7746837,0.7919115,0.6566195,0.7215117
05033,Coahuila,San Pedro,837,medio,0.7462,822,0.7839,28.80972,25.98129,92.08561,93.39626,60.30007,64.29495,4788.647966,7143.075386,0.7781501,0.8024621,0.8149043,0.8369582,0.6457241,0.7124683
14104,Jalisco,Totatiche,693,medio,0.7562,823,0.7838,28.01633,21.32676,89.12208,89.60315,62.022,63.66158,5987.444374,6615.546513,0.7849699,0.8424705,0.8008872,0.8095596,0.6830133,0.6996632
17030,Morelos,Yecapixtla,687,medio,0.7568,824,0.7838,26.25666,21.56175,88.70084,90.51925,58.56706,62.25559,6021.586442,6636.262544,0.8000951,0.8404509,0.7865625,0.8109803,0.6839623,0.7001851
32057,Zacatecas,Trancoso,788,medio,0.7498,825,0.7838,26.4903,20.26594,88.50819,90.66059,55.43936,57.43526,5763.335645,6793.863889,0.7980872,0.8515891,0.7748525,0.7958548,0.6766462,0.7041025
05009,Coahuila,Francisco I. Madero,640,medio,0.7610,826,0.7838,26.7086,23.41694,93.27988,93.96385,58.48932,66.35639,5546.196199,5857.56535,0.7962105,0.8245044,0.8168303,0.8476136,0.6702363,0.6793529
29053,Tlaxcala,San Juan Huactzinco,187,medio,0.8053,827,0.7837,22.97427,15.59682,93.50756,94.36845,68.02575,71.72996,8302.135356,3459.279004,0.8283095,0.8917231,0.8501363,0.8682228,0.7375656,0.5914489
10016,Durango,Nombre de Dios,815,medio,0.7478,828,0.7837,27.99405,24.45614,93.88961,94.48423,59.57187,63.02315,4460.57355,6463.126692,0.7851615,0.8155718,0.8245037,0.839972,0.6338788,0.6957728
14007,Jalisco,San Juanito de Escobedo,503,medio,0.7714,829,0.7837,24.17463,24.85701,91.15385,92,60.56086,65.92215,6120.849015,6874.091701,0.8179916,0.8121263,0.8095618,0.8330739,0.6866912,0.7060618
14075,Jalisco,San Marcos,558,medio,0.7671,830,0.7837,27.77278,25.74874,90.42889,90.99099,67.68034,69.70611,6090.543584,6942.099258,0.7870632,0.8044612,0.8284605,0.8389603,0.6858628,0.707705
28004,Tamaulipas,Antiguo Morelos,1236,medio,0.7128,831,0.7836,34.54788,23.60839,87.55856,88.23529,64.37223,68.15969,3902.29012,7154.5579,0.7288274,0.8228588,0.7982978,0.8154343,0.6115614,0.7127364
20021,Oaxaca,Cosolapa,691,medio,0.7565,832,0.7836,27.64352,15.72077,80.7847,82.93692,60.91276,67.67641,8424.129524,5946.123504,0.7881745,0.8906574,0.7416072,0.7785008,0.7400002,0.6818574
30100,Veracruz,Manlio Fabio Altamirano,1155,medio,0.7196,833,0.7836,28.61632,17.98981,86.04435,87.65846,57.42676,61.29394,3959.945234,6283.301416,0.7798127,0.8711538,0.7650515,0.7887029,0.6140094,0.6910632
30054,Veracruz,Chacaltianguis,1228,medio,0.7139,834,0.7836,29.37521,18.02581,82.15909,83.33939,57.63176,65.02196,4322.601982,6941.76392,0.7732896,0.8708443,0.7398331,0.7723358,0.6286347,0.7076969
30112,Veracruz,Naolinco,802,medio,0.7488,835,0.7835,25.42047,17.12581,84.5823,85.86193,55.86529,62.97666,6216.829424,6229.380269,0.8072827,0.8785806,0.7500996,0.7823351,0.6892881,0.6896247
28016,Tamaulipas,Hidalgo,1146,medio,0.7206,836,0.7834,31.88591,20.97287,91.56641,92.02952,60.54527,65.99463,3596.71672,5581.885535,0.7517084,0.8455128,0.8122603,0.8335122,0.5979517,0.671307
29027,Tlaxcala,Tenancingo,475,medio,0.7743,837,0.7833,23.19392,17.78077,86.7588,87.4072,55.66295,64.61499,8068.807026,5850.080617,0.8264216,0.8729505,0.7639352,0.798098,0.7328076,0.6791396
22012,Querétaro,Pedro Escobedo,619,medio,0.7627,838,0.7833,26.94653,21.45744,88.01352,90.39357,56.27407,57.89031,7456.256568,7165.537966,0.7941653,0.8413475,0.7743371,0.7955915,0.7196302,0.7129923
20523,Oaxaca,Santo Domingo Yanhuitlán,747,medio,0.7530,839,0.7832,25.47282,17.15624,90.25044,88.89884,72.25131,69.85138,3863.389095,4798.153807,0.8068328,0.8783188,0.8425073,0.8254969,0.6098893,0.6460551
15107,México,Tonatico,776,medio,0.7505,840,0.7831,23.87387,20.91425,90,91.87309,55.43767,58.32901,4806.037669,6487.641537,0.8205768,0.8460164,0.7847922,0.8069173,0.6463291,0.6964047
16068,Michoacán,Peribán,728,medio,0.7546,841,0.7830,22.27439,18.32202,86.45965,88.1758,51.42633,55.01577,5941.998476,7021.474195,0.8343254,0.8682985,0.7478188,0.7712246,0.6817416,0.7096025
07009,Chiapas,Arriaga,866,medio,0.7439,842,0.7830,23.72824,19.28379,85.2817,85.58266,62.81354,68.01457,4412.437071,6311.392076,0.8218284,0.8600314,0.7779231,0.7972663,0.6320679,0.6918077
14059,Jalisco,Mazamitla,522,medio,0.7700,843,0.7827,24.70282,21.55618,88.94121,90.10891,58.69518,58.80551,6959.655478,7076.385147,0.8134512,0.8404986,0.788592,0.7967445,0.7081265,0.7109027
11038,Guanajuato,Tarandacuao,703,medio,0.7556,844,0.7826,25.60653,20.14473,87.04643,88.06899,58.76988,61.12705,6057.665022,6812.081097,0.8056837,0.8526312,0.7762091,0.7908834,0.6849594,0.7045494
14066,Jalisco,Poncitlán,741,medio,0.7536,845,0.7826,25.80575,25.39072,89.19649,90.27531,59.23963,61.08518,5375.222493,8174.757873,0.8039709,0.8075383,0.7921087,0.8054526,0.6650102,0.7349849
20486,Oaxaca,Villa Tejúpam de la Unión,1376,medio,0.7023,846,0.7826,28.10444,17.03145,85.09647,88.04275,54.3578,69.25972,3120.476934,4930.845725,0.7842126,0.8793916,0.7485025,0.8178174,0.5742454,0.6506081
16091,Michoacán,Tingüindín,734,medio,0.7540,847,0.7824,25.38764,19.27892,87.50742,87.96114,54.92477,60.91426,6168.767884,6537.733131,0.807565,0.8600729,0.7664654,0.7894552,0.6879928,0.6976885
10020,Durango,Pánuco de Coronado,543,medio,0.7683,848,0.7822,27.12209,19.07834,94.07759,94.29341,63.12326,64.23524,5701.315001,4688.070061,0.7926565,0.8617975,0.8375947,0.8427402,0.6748403,0.6421812
27010,Tabasco,Jalpa de Méndez,745,medio,0.7532,849,0.7821,27.0237,16.16451,89.92208,91.49401,63.83343,67.15319,5034.350522,4251.41876,0.7935023,0.8868436,0.8122587,0.833804,0.6540754,0.6258633
08033,Chihuahua,Huejotitán,1167,medio,0.7187,850,0.7821,32.36945,22.91108,86.96774,89.11393,55.79196,57.83476,4708.231713,7965.477113,0.7475523,0.8288526,0.7657582,0.7868754,0.6428975,0.7306564
17017,Morelos,Puente de Ixtla,689,medio,0.7567,851,0.7820,26.19335,20.95852,85.56388,87.02172,57.23936,62.47736,6971.562058,7133.239938,0.8006397,0.8456358,0.7612237,0.7884027,0.7084118,0.7122383
14046,Jalisco,Jalostotitlán,620,medio,0.7626,852,0.7819,23.82666,21.29767,89.86116,91.05099,53.1709,56.37471,6262.469873,6969.167698,0.8209826,0.8427206,0.7763107,0.7949224,0.6905089,0.7083545
13045,Hidalgo,Omitlán de Juárez,1048,medio,0.7290,853,0.7816,28.27908,19.66268,85.15887,88.54003,59.98837,63.29203,4537.580459,6125.825823,0.7827114,0.8567745,0.767687,0.8012403,0.6367356,0.6868268
30114,Veracruz,Nautla,1018,medio,0.7309,854,0.7816,28.87439,20.41741,86.88399,86.14798,62.95763,69.10709,4259.697568,6238.091777,0.7775943,0.8502873,0.7890854,0.8046768,0.626188,0.689858
20224,Oaxaca,San Juan Yucuita,756,medio,0.7525,855,0.7815,25.58979,15.11695,91.79688,89.45233,68.28194,72.11539,3919.545799,3916.672883,0.8058276,0.8958479,0.8395856,0.8367335,0.6122978,0.6121755
13052,Hidalgo,San Agustín Tlaxiaca,676,medio,0.7573,856,0.7813,26.34753,19.88868,88.68523,90.33139,62.05609,64.93932,5692.626454,5559.871748,0.7993143,0.8548317,0.7980885,0.8186737,0.6745858,0.6706474
17032,Morelos,Zacualpan de Amilpas,679,medio,0.7572,857,0.7813,29.49221,26.56649,90.92907,92.26581,67.39771,73.2015,5494.108874,6149.985211,0.7722839,0.7974319,0.8308529,0.8591104,0.6686615,0.6874838
27013,Tabasco,Nacajuca,774,medio,0.7510,858,0.7809,25.8758,15.78703,85.84571,87.72404,63.00576,65.47403,5458.789407,4907.791833,0.8033689,0.8900882,0.782324,0.8030736,0.6675851,0.649826
21134,Puebla,San Matías Tlalancaleca,854,medio,0.7448,859,0.7809,25.4985,18.61409,89.61504,91.09867,56.86887,62.28788,4653.682225,5280.49875,0.806612,0.8657875,0.7869965,0.8149508,0.6409525,0.6620427
10028,Durango,San Juan del Río,873,medio,0.7431,860,0.7808,29.55657,23.30384,93.51079,94.4576,62.88639,64.75272,4220.309802,5589.54576,0.7717305,0.8254763,0.8330266,0.8455597,0.6246375,0.6715358
