id_mpio,entidad,mpio,clasificacion_2000,grado_idh_2005,idh_2000,clasificacion_2005,idh_2005,tasa_moralidad_infantil_2000,tasa_mortalidad_infantil_2005,tasa_alfabetizacion_2000,tasa_alfabetizacion_2005,tasa_asistencia_escolar_2000,tasa_asistencia_escolar_2005,usd_ppc_2000,usd_ppc_2005,indice_salud_2000,indice_salud_2005,indice_educacion_2000,indice_educacion_2005,indice_ingreso_2000,indice_ingreso_2005
09014,Distrito Federal,Benito Juárez,1,alto,0.9164,1,0.9509,17.64877,3.019605,98.85189,97.66756,77.35046,78.7461,31182.45711,27823.99151,0.8740854,0.9998314,0.9168475,0.913604,0.9584369,0.939417
19019,Nuevo León,San Pedro Garza García,2,alto,0.8925,2,0.9500,18.40773,3.19099,97.89588,98.25252,65.29163,67.41299,27914.32713,33812.80571,0.8675618,0.9983585,0.870278,0.8797268,0.939958,0.9719535
20350,Oaxaca,San Sebastián Tutla,16,alto,0.8542,3,0.9204,17.97735,5.28144,97.33281,98.50385,80.50979,81.82547,10348.64186,16441.02375,0.8712608,0.9803898,0.9172514,0.9294439,0.7743416,0.8516056
09016,Distrito Federal,Miguel Hidalgo,4,alto,0.8816,4,0.9188,19.07023,7.298704,97.93376,97.94808,70.63835,73.14523,21289.51575,21549.16128,0.8618671,0.9630502,0.8883529,0.8968046,0.8947394,0.8967627
09003,Distrito Federal,Coyoacán,3,alto,0.8837,5,0.9169,18.81778,6.960091,97.50851,97.86929,73.6304,75.11398,20910.96663,19723.60869,0.8640369,0.9659608,0.8954914,0.9028419,0.891745,0.8819883
19046,Nuevo León,San Nicolás de los Garza,6,alto,0.8662,6,0.9151,18.73424,4.51215,98.08831,98.53203,67.97011,68.85583,16632.63927,18576.1856,0.8647552,0.9870025,0.8804891,0.8863996,0.8535396,0.8719847
08019,Chihuahua,Chihuahua,13,alto,0.8553,7,0.9117,18.96864,4.48686,97.90509,97.93701,69.44408,72.95582,13523.5548,16472.18443,0.8627402,0.9872198,0.8841809,0.8960994,0.8190014,0.8519216
28009,Tamaulipas,Ciudad Madero,21,alto,0.8503,8,0.9069,20.81063,7.35096,97.47545,97.66316,71.78574,73.79799,13211.9964,17410.08309,0.8469074,0.9626009,0.8891221,0.8970811,0.8151113,0.8611642
15054,México,Metepec,9,alto,0.8629,9,0.9066,17.63233,5.90352,97.15115,97.22629,71.22404,72.25221,14397.2891,16877.85222,0.8742267,0.9750425,0.8850878,0.889016,0.8294508,0.8559822
15020,México,Coacalco de Berriozábal,20,alto,0.8506,10,0.9045,17.1985,4.57432,98.48686,98.47066,74.01298,74.2792,10117.72237,13859.35783,0.8779556,0.9864681,0.903289,0.9040684,0.7705752,0.8230952
17007,Morelos,Cuernavaca,7,alto,0.8639,11,0.9033,17.7367,7.3538,95.35899,95.89791,68.19831,71.41718,16833.26558,18370.87411,0.8733296,0.9625768,0.8630543,0.8773767,0.8555408,0.8701298
15121,México,Cuautitlán Izcalli,29,alto,0.8447,12,0.9023,17.56927,6.1548,97.44592,97.3122,71.03847,70.63677,10273.32719,16272.99285,0.8747688,0.972883,0.8864344,0.8842039,0.7731225,0.849891
13048,Hidalgo,Pachuca de Soto,26,alto,0.8486,13,0.9022,17.45739,6.83282,96.01654,96.74211,70.43399,73.1049,11736.98628,16380.9011,0.8757305,0.9670547,0.8748902,0.8886304,0.7953532,0.8509941
24028,San Luis Potosí,San Luis Potosí,47,alto,0.8380,14,0.9011,19.33895,6.64185,95.92891,96.23024,67.69732,71.51892,11323.70964,16757.70193,0.859557,0.9686962,0.8651838,0.8799313,0.7893702,0.8547899
09004,Distrito Federal,Cuajimalpa de Morelos,35,alto,0.8426,15,0.8994,21.7618,14.32721,96.28645,96.7827,66.09293,67.83264,14179.3909,25407.48265,0.8387315,0.9026359,0.8622194,0.8713268,0.8269054,0.9242529
06010,Colima,Villa de Álvarez,53,alto,0.8360,16,0.8992,17.53117,7.47364,96.5259,97.49647,70.20898,73.24872,9242.931723,15513.75417,0.8750962,0.9615465,0.8775359,0.8941389,0.7554821,0.8419164
03003,Baja California Sur,La Paz,50,alto,0.8369,17,0.8989,21.49947,10.46236,96.68327,97.12543,67.58162,72.0146,12073.60225,18726.1731,0.8409863,0.9358569,0.8698272,0.8875515,0.8000726,0.8733269
30028,Veracruz,Boca del Río,27,alto,0.8484,18,0.8984,18.33234,7.54174,95.44393,95.82004,68.09328,68.9235,13108.29588,17904.45547,0.8682094,0.9609614,0.8632705,0.8685453,0.8137961,0.8658375
13051,Hidalgo,Mineral de la Reforma,28,alto,0.8449,19,0.8981,19.20092,7.66922,95.95232,96.83974,71.55468,73.1078,11783.70758,15841.52978,0.8607436,0.9598655,0.8781977,0.8892909,0.7960162,0.845406
22006,Querétaro,Corregidora,12,alto,0.8563,20,0.8976,20.16948,9.24593,92.72636,95.38375,62.75887,68.92086,20606.98711,19625.32128,0.8524181,0.9463127,0.827372,0.8656278,0.889301,0.8811545
26019,Sonora,Cananea,81,alto,0.8268,21,0.8951,19.91782,6.53076,98.43333,98.28063,67.19015,70.45229,8722.71923,14070.85406,0.8545812,0.9696512,0.8801894,0.8900452,0.7458137,0.825623
31050,Yucatán,Mérida,93,alto,0.8236,22,0.8940,20.71655,8.80077,95.3343,95.93917,69.82991,72.8372,9206.770277,16234.36198,0.8477159,0.9501393,0.8683284,0.8823851,0.7548279,0.8494943
09015,Distrito Federal,Cuauhtémoc,5,alto,0.8699,23,0.8921,18.09309,8.551744,97.6252,97.39411,71.14531,71.21424,16445.51919,15116.64978,0.8702659,0.9522799,0.8879857,0.8866749,0.8516513,0.8375885
15024,México,Cuautitlán,90,alto,0.8243,24,0.8919,18.2038,7.50521,96.80862,98.00369,68.48048,74.06996,7933.679159,13139.60849,0.8693144,0.961275,0.8736591,0.9002578,0.7299888,0.8141943
09002,Distrito Federal,Azcapotzalco,14,alto,0.8551,25,0.8915,19.70192,10.01258,97.62173,97.6584,72.24482,73.95099,13387.48803,15095.83986,0.8564374,0.939723,0.8916276,0.8975593,0.8173136,0.8373586
26030,Sonora,Hermosillo,46,alto,0.8394,26,0.8912,21.05994,10.03208,96.89847,97.43308,68.39145,73.47108,12050.4866,15309.62643,0.8447643,0.9395554,0.8739613,0.8944575,0.7997527,0.8397057
28038,Tamaulipas,Tampico,100,alto,0.8230,27,0.8912,21.40271,8.31393,97.0413,97.42149,67.01277,71.27093,9334.531831,14644.86014,0.8418178,0.9543236,0.8703179,0.8870463,0.757128,0.8322964
14120,Jalisco,Zapopan,34,alto,0.8426,28,0.8905,19.86424,8.40146,96.35862,96.31459,66.31712,67.60248,12783.09003,16356.31639,0.8550417,0.9535714,0.8634479,0.8674389,0.8096031,0.8507435
22014,Querétaro,Querétaro,11,alto,0.8588,29,0.8905,19.52688,7.67555,94.84599,95.68695,65.83254,67.88077,18016.90531,16056.81085,0.8579416,0.9598112,0.8517483,0.8641822,0.8668824,0.8476589
20409,Oaxaca,Santa María del Tule,8,alto,0.8637,30,0.8904,17.89925,6.74485,95.52987,96.03927,75.23745,72.38779,14598.05087,13766.86394,0.871932,0.9678109,0.8876573,0.8815544,0.8317621,0.8219776
32056,Zacatecas,Zacatecas,24,alto,0.8497,31,0.8900,20.01488,7.59519,96.72213,97.12938,69.48344,72.71853,13521.20576,13573.64696,0.8537471,0.9605018,0.8764257,0.8899243,0.8189725,0.8196185
21114,Puebla,Puebla,70,alto,0.8297,32,0.8897,18.85872,7.41978,95.31155,95.8336,67.27939,71.15766,9842.726056,14542.95332,0.8636849,0.9620097,0.859675,0.8760829,0.765976,0.831131
30087,Veracruz,Xalapa,55,alto,0.8355,33,0.8887,20.03642,8.46042,94.67335,95.05385,70.36148,73.0792,11187.76105,14958.05751,0.8535621,0.9530647,0.8656939,0.8772897,0.7873544,0.8358282
14039,Jalisco,Guadalajara,73,alto,0.8286,34,0.8882,18.05754,6.96827,96.83372,97.13047,65.31217,66.96229,9053.084315,14280.64453,0.8705717,0.9658906,0.8632654,0.870744,0.7520182,0.8280931
30118,Veracruz,Orizaba,83,alto,0.8264,35,0.8872,18.57373,7.59432,95.30634,96.00738,71.41398,73.61391,8416.862648,13270.31521,0.8661349,0.960509,0.8734221,0.8854288,0.7398562,0.8158464
06002,Colima,Colima,82,alto,0.8266,36,0.8870,19.70462,9.46548,95.39472,95.90369,68.58919,70.24702,9441.397062,15630.14422,0.8564138,0.9444257,0.8645955,0.8735147,0.759028,0.8431638
19039,Nuevo León,Monterrey,19,alto,0.8514,37,0.8869,19.91604,9.36425,96.76467,96.85056,61.82019,64.27174,16144.93353,16854.88272,0.8545966,0.9452957,0.8511651,0.8599095,0.8485724,0.855755
20157,Oaxaca,San Jacinto Amilpas,66,alto,0.8312,38,0.8862,19.54344,7.98117,93.19202,95.60375,70.32902,74.06798,10725.77508,13396.05335,0.8577992,0.957184,0.8557102,0.8842516,0.7803159,0.8174204
15013,México,Atizapán de Zaragoza,38,alto,0.8418,39,0.8857,19.5709,8.73001,96.08083,96.72458,66.89221,67.59517,12396.54122,15013.02939,0.8575635,0.9507474,0.8635129,0.8701478,0.8044782,0.8364405
15104,México,Tlalnepantla de Baz,33,alto,0.8431,40,0.8854,18.42309,8.80884,96.28299,96.69753,66.22703,68.60396,12013.49939,14701.89322,0.8674296,0.9500696,0.8626434,0.8733301,0.7992396,0.8329452
30193,Veracruz,Veracruz,44,alto,0.8397,41,0.8848,18.782,8.82091,95.45212,95.87896,67.7762,69.21824,11547.04448,14858.78868,0.8643443,0.9499661,0.8622681,0.8699206,0.79263,0.8347169
15037,México,Huixquilucan,31,alto,0.8437,42,0.8842,19.97244,11.02429,95.32863,95.62321,62.84231,65.33312,14621.86259,17986.55726,0.8541119,0.9310266,0.8449985,0.8552651,0.8320341,0.8666011
19026,Nuevo León,Guadalupe,32,alto,0.8432,43,0.8840,19.92426,8.56736,97.26744,97.51947,62.44842,65.47695,13502.33422,14596.20938,0.8545259,0.9521456,0.856611,0.8683863,0.8187394,0.831741
18017,Nayarit,Tepic,42,alto,0.8406,44,0.8840,19.46762,8.30868,95.61252,95.58916,68.95332,71.62108,11803.60592,13746.33905,0.8584514,0.9543687,0.8672612,0.875998,0.7962978,0.8217286
23005,Quintana Roo,Benito Juárez,63,alto,0.8320,45,0.8826,19.67423,9.76145,95.72754,96.05245,56.72616,62.40681,12977.8596,17057.95751,0.8566751,0.9418814,0.8272708,0.8483723,0.8121269,0.8577539
29033,Tlaxcala,Tlaxcala,17,alto,0.8538,46,0.8817,19.99583,8.45072,97.13903,97.15535,73.67639,75.94832,13158.83472,11456.33736,0.853911,0.9531478,0.8931815,0.9008634,0.8144383,0.7913137
20293,Oaxaca,San Pablo Etla,232,alto,0.7998,47,0.8810,20.77748,6.05696,95.81141,97.55087,69.81949,72.52932,5907.130081,10542.26667,0.8471922,0.9737238,0.8714744,0.8921035,0.6807593,0.7774356
20390,Oaxaca,Santa Lucía del Camino,15,alto,0.8546,48,0.8806,19.16279,7.69481,94.15437,94.91807,69.20694,69.69752,15764.4533,13366.90582,0.8610715,0.9596457,0.8583856,0.8651122,0.844592,0.8170568
20067,Oaxaca,Oaxaca de Juárez,40,alto,0.8408,49,0.8802,18.62366,8.19032,94.63966,95.33053,71.92097,71.11602,11113.11362,13017.5546,0.8657055,0.9553862,0.8706677,0.8725902,0.7862369,0.8126367
26038,Sonora,Moctezuma,218,alto,0.8009,50,0.8801,21.44021,15.18343,97.06191,97.58298,67.94355,78.27815,6161.082361,14758.83688,0.8414956,0.8952761,0.8735579,0.9114804,0.6877847,0.8335904
08032,Chihuahua,Hidalgo del Parral,98,alto,0.8233,51,0.8800,22.40877,8.84273,96.76679,96.72596,67.39582,72.18475,9911.382003,12422.59774,0.8331701,0.9497786,0.8697647,0.8854556,0.7671361,0.8048286
32017,Zacatecas,Guadalupe,39,alto,0.8417,52,0.8798,21.16468,9.37511,95.45572,96.52577,67.11228,72.45745,13722.10876,12769.00806,0.8438641,0.9452024,0.8600791,0.88503,0.8214341,0.8094192
09012,Distrito Federal,Tlalpan,10,alto,0.8616,53,0.8791,19.14115,13.15793,96.85076,96.65192,70.29289,71.98961,15676.90347,15375.18714,0.8612574,0.9126869,0.8799814,0.8843115,0.8436624,0.8404189
08037,Chihuahua,Juárez,57,alto,0.8342,54,0.8778,20.74192,9.35753,97.32552,97.36089,58.12168,65.88543,13025.89087,13564.94719,0.8474976,0.9453536,0.8425757,0.8686907,0.8127435,0.8195115
25001,Sinaloa,Ahome,88,alto,0.8245,55,0.8778,22.30934,12.28376,94.79146,95.97631,66.53271,72.82206,11083.05102,14505.09372,0.8340247,0.9202009,0.8537188,0.8825823,0.7857848,0.8306959
02004,Baja California,Tijuana,52,alto,0.8367,56,0.8778,21.26399,11.58725,96.90859,96.88239,58.89743,63.82409,14016.5437,16147.68842,0.84301,0.9261875,0.8423821,0.8586295,0.8249775,0.8486009
19006,Nuevo León,Apodaca,79,alto,0.8281,57,0.8774,20.29918,9.48774,97.61556,98.22044,63.40506,67.21468,10145.06989,12762.24318,0.8513032,0.9442341,0.8621206,0.8788518,0.7710257,0.8093307
15044,México,Jaltenco,132,alto,0.8155,58,0.8771,20.63252,7.27687,97.05662,98.0298,65.84858,68.10822,8018.662338,11213.92638,0.8484383,0.9632377,0.8665394,0.8805594,0.7317671,0.7877442
16053,Michoacán,Morelia,74,alto,0.8285,59,0.8766,20.17394,9.11215,94.09277,94.90867,68.22027,70.48737,10605.65149,13176.28212,0.8523797,0.9474623,0.854686,0.8676824,0.7784361,0.8146595
09006,Distrito Federal,Iztacalco,22,alto,0.8503,60,0.8765,20.07324,11.64425,97.19509,97.48394,71.08207,72.46558,13042.40762,12998.45713,0.8532455,0.9256977,0.8849075,0.8914449,0.812955,0.8123916
08021,Chihuahua,Delicias,76,alto,0.8282,61,0.8763,20.06025,8.76151,96.36976,96.6711,66.23524,69.92016,9978.769038,12151.82951,0.8533572,0.9504764,0.8632492,0.8775412,0.768267,0.8011505
14067,Jalisco,Puerto Vallarta,143,alto,0.8139,62,0.8761,21.1739,10.79605,95.77973,96.28254,61.31269,65.2512,9231.296795,14986.95131,0.8437847,0.9329883,0.8429072,0.8593876,0.7552719,0.8361503
03008,Baja California Sur,Los Cabos,72,alto,0.8287,63,0.8759,20.31088,14.48171,96.05735,95.42643,53.70888,59.85901,13251.89973,20810.80854,0.8512028,0.9013079,0.8194119,0.8357062,0.8156146,0.8909437
15057,México,Naucalpan de Juárez,41,alto,0.8407,64,0.8753,19.84678,10.11832,95.73926,96.2748,62.74443,65.62209,13583.09058,14171.46648,0.8551919,0.9388141,0.8474098,0.8605723,0.8197346,0.8268121
04002,Campeche,Campeche,193,alto,0.8049,65,0.8752,21.36582,11.19863,92.7721,93.32407,68.95382,72.78355,7670.724888,14576.0869,0.842135,0.9295279,0.8483267,0.8647723,0.7243631,0.8315108
05035,Coahuila,Torreón,43,alto,0.8401,66,0.8752,19.86405,9.38701,97.23313,97.75552,64.79221,69.83049,12166.99728,11787.30426,0.8550438,0.9450999,0.8641949,0.8844717,0.8013587,0.7960672
28041,Tamaulipas,Victoria,80,alto,0.8280,67,0.8749,22.7405,11.41779,96.49565,96.82601,69.97107,74.09047,10530.11921,12424.36386,0.8303189,0.9276441,0.8765413,0.892475,0.7772431,0.8048524
23003,Quintana Roo,Isla Mujeres,416,alto,0.7797,68,0.8749,21.69902,10.97529,94.64408,94.85722,56.75165,57.9127,5874.495791,18146.79938,0.839271,0.9314477,0.8201327,0.8254238,0.6798347,0.8680815
30039,Veracruz,Coatzacoalcos,117,alto,0.8176,69,0.8749,19.95855,10.72121,93.50021,94.23187,67.96997,70.96503,8883.335566,14143.18076,0.8542312,0.9336318,0.8499013,0.8647625,0.748859,0.8264787
08017,Chihuahua,Cuauhtémoc,77,alto,0.8282,70,0.8747,20.63282,9.7892,96.95665,96.64623,59.75325,62.48207,11408.19131,14446.27441,0.8484357,0.9416427,0.8455552,0.8525817,0.7906108,0.8300177
23001,Quintana Roo,Cozumel,208,alto,0.8030,71,0.8743,21.15258,11.18927,94.81396,95.86462,56.59854,61.81722,8658.071054,16127.21719,0.8439681,0.9296084,0.8207549,0.8451548,0.744572,0.8483891
20030,Oaxaca,El Espinal,213,alto,0.8020,72,0.8741,19.68597,7.01325,88.30334,89.58434,75.52083,77.31062,7005.255576,12213.50589,0.8565742,0.9655038,0.840425,0.8549311,0.7092165,0.8019955
17011,Morelos,Jiutepec,54,alto,0.8356,73,0.8741,20.22397,9.38583,93.65343,94.68192,65.74221,68.52841,12936.42724,13414.97197,0.8519498,0.9451102,0.8434969,0.8596408,0.8115932,0.8176559
09017,Distrito Federal,Venustiano Carranza,23,alto,0.8498,74,0.8740,20.03509,11.68962,97.5696,97.39174,70.9365,71.44318,12737.28961,12773.06005,0.8535734,0.9253078,0.886919,0.8874222,0.809004,0.8094721
23008,Quintana Roo,Solidaridad,581,alto,0.7651,75,0.8736,25.80947,13.55282,91.81825,93.92099,40.70924,47.31845,8604.862533,25945.2164,0.8039392,0.9092922,0.7478191,0.7838681,0.7435431,0.9277485
05018,Coahuila,Monclova,65,alto,0.8314,76,0.8735,20.64764,9.57729,97.27725,97.84759,68.24124,70.1498,10089.09946,11440.56197,0.8483081,0.9434646,0.8759858,0.8861499,0.7701023,0.7910838
26036,Sonora,Magdalena,109,alto,0.8189,77,0.8730,19.43814,10.92361,96.7046,97.3931,64.68039,69.21052,8311.609316,12615.96004,0.8587044,0.9318919,0.8602986,0.8799891,0.7377559,0.8074065
26043,Sonora,Nogales,67,alto,0.8307,78,0.8726,19.5296,11.28028,97.82301,98.16399,57.18626,66.64739,11466.52375,13009.01244,0.8579186,0.928826,0.8427743,0.8765845,0.7914621,0.8125271
26041,Sonora,Nacozari de García,96,alto,0.8234,79,0.8725,21.09052,9.67371,96.96035,97.57294,65.47661,70.99509,9560.59905,11221.78557,0.8445014,0.9426356,0.8646577,0.8871366,0.761122,0.7878612
25012,Sinaloa,Mazatlán,49,alto,0.8373,80,0.8720,20.27574,10.10774,96.06033,96.52882,67.02545,72.23571,11823.43941,11564.08688,0.8515051,0.9389048,0.8638204,0.8843112,0.796578,0.7928762
09010,Distrito Federal,Álvaro Obregón,18,alto,0.8536,81,0.8719,19.27237,12.65956,96.38904,96.99134,67.21713,69.54932,14816.49093,13651.2284,0.8601293,0.9169706,0.8666507,0.87844,0.8342411,0.8205698
24035,San Luis Potosí,Soledad de Graciano Sánchez,175,alto,0.8071,82,0.8717,21.21874,8.31959,95.1639,96.00362,63.15395,68.03086,8086.663293,11661.91488,0.8433994,0.9542749,0.8449392,0.8667936,0.7331765,0.7942822
01001,Aguascalientes,Aguascalientes,97,alto,0.8234,83,0.8716,20.7176,9.96013,96.09583,96.54189,65.29757,68.80779,9738.511055,12192.59425,0.8477066,0.9401738,0.8582974,0.8729719,0.7641994,0.8017095
19035,Nuevo León,Melchor Ocampo,,alto,,84,0.8714,23.09152,15.12832,97.1864,98.02225,61.14286,64.64646,,16239.74079,0.8273017,0.89575,0.8517188,0.8689699,,0.8495497
09005,Distrito Federal,Gustavo A. Madero,37,alto,0.8420,85,0.8700,20.35837,12.92022,96.95231,97.09605,69.65552,71.01798,11848.67424,12919.85738,0.8507945,0.9147301,0.8785338,0.8840336,0.7969339,0.8113793
08050,Chihuahua,Nuevo Casas Grandes,113,alto,0.8185,86,0.8700,20.90979,9.6594,96.93293,97.2344,63.06282,68.185,9112.537233,11487.32478,0.8460549,0.9427586,0.8564289,0.8755127,0.7531107,0.7917646
15109,México,Tultitlán,112,alto,0.8186,87,0.8699,18.47521,9.15631,96.64215,97.14978,68.04478,68.68863,7382.494714,11109.73144,0.8669813,0.9470832,0.8710969,0.8766273,0.7179708,0.7861862
13061,Hidalgo,Tepeapulco,115,alto,0.8181,88,0.8688,20.40059,9.66907,93.82275,94.6149,66.38125,70.39158,9334.974977,11968.72966,0.8504317,0.9426756,0.8467559,0.8654046,0.7571359,0.7986165
02003,Baja California,Tecate,114,alto,0.8183,89,0.8687,23.79855,18.39794,95.52898,94.71056,60.2358,63.71439,11793.93669,21297.53969,0.8212244,0.8676458,0.8376459,0.843785,0.7961611,0.8948024
29005,Tlaxcala,Apizaco,89,alto,0.8244,90,0.8685,20.48956,9.89672,95.88584,96.57034,67.81372,72.09548,9401.062837,10762.73428,0.8496668,0.9407189,0.8652847,0.8841206,0.7583134,0.78089
05030,Coahuila,Saltillo,78,alto,0.8281,91,0.8673,22.03633,8.92514,96.7003,97.17385,63.30241,68.37608,11533.65066,10538.60478,0.8363717,0.94907,0.8556767,0.875746,0.7924363,0.7773776
30206,Veracruz,Nanchital de Lázaro Cárdenas del Río,60,alto,0.8325,92,0.8672,19.01601,9.4376,94.04235,94.70106,72.58849,74.28924,9860.357508,10577.94881,0.8623328,0.944665,0.8689106,0.8789712,0.7662747,0.7779995
30131,Veracruz,Poza Rica de Hidalgo,71,alto,0.8293,93,0.8669,19.4647,11.13173,94.36406,94.78533,71.00147,72.70603,9708.973023,11809.9999,0.8584765,0.9301033,0.8657653,0.8742556,0.7636923,0.7963882
15081,México,Tecámac,149,alto,0.8110,94,0.8668,19.71443,10.28883,95.44226,96.62914,64.25953,69.43381,7760.708052,11206.15549,0.8563298,0.9373483,0.8504801,0.8756403,0.7263097,0.7876285
02002,Baja California,Mexicali,48,alto,0.8379,95,0.8659,20.87551,12.24098,96.37151,96.74841,65.21008,67.83897,12632.88006,12512.17756,0.8463494,0.9205682,0.8598437,0.8711193,0.8076302,0.8060279
26058,Sonora,Santa Ana,266,alto,0.7943,96,0.8655,22.19016,12.82479,97.11708,97.51698,65.53706,69.06377,5951.549176,12119.50745,0.8350493,0.9155504,0.865904,0.8803257,0.6820096,0.800706
26048,Sonora,Puerto Peñasco,170,alto,0.8081,97,0.8654,21.41356,12.31629,96.84309,97.13869,63.4791,62.86094,7717.315759,13549.56414,0.8417246,0.9199211,0.8572176,0.8571277,0.7253739,0.8193221
19049,Nuevo León,Santiago,45,alto,0.8396,98,0.8650,19.67407,15.45644,95.94826,96.156,58.72478,62.91184,14168.20489,16438.30975,0.8566766,0.8929296,0.8354043,0.8507462,0.8267737,0.8515781
20375,Oaxaca,Santa Cruz Amilpas,25,alto,0.8496,99,0.8647,18.51613,10.22322,95.72407,96.0214,76.7094,72.18714,11256.15759,10420.14794,0.8666298,0.9379123,0.8938585,0.8807665,0.7883716,0.7754909
26018,Sonora,Cajeme,140,alto,0.8144,100,0.8635,22.18721,12.54271,96.20532,96.72059,68.71678,73.3153,8317.647633,10940.02609,0.8350744,0.9179748,0.8704247,0.8891883,0.7378771,0.783617
25006,Sinaloa,Culiacán,62,alto,0.8322,101,0.8633,21.84389,12.64935,93.07856,94.82039,65.82353,71.38773,13511.50122,12287.02304,0.8380255,0.9170582,0.8399355,0.870095,0.8188526,0.8029971
15106,México,Toluca,86,alto,0.8246,102,0.8627,19.75036,10.76496,93.67384,95.02972,65.72547,68.01186,10349.72199,11686.47052,0.8560208,0.9332557,0.8435771,0.8602377,0.774359,0.7946333
15058,México,Nezahualcóyotl,116,alto,0.8177,103,0.8621,18.42227,9.67911,96.08277,96.57364,65.71657,68.6984,7755.158998,10137.26396,0.8674368,0.942589,0.859607,0.8728189,0.7261903,0.7708972
29001,Tlaxcala,Amaxac de Guerrero,165,alto,0.8090,104,0.8620,20.98406,10.87779,96.04928,97.07442,67.9705,71.27016,7242.472784,10031.96576,0.8454165,0.9322859,0.8668969,0.88473,0.7147748,0.7691544
25015,Sinaloa,Salvador Alvarado,64,alto,0.8316,105,0.8620,21.61175,13.35043,94.20087,94.97343,69.45465,73.3497,11744.30576,11881.41896,0.8400211,0.9110321,0.8595213,0.8776552,0.7954572,0.7973945
08060,Chihuahua,Santa Bárbara,231,alto,0.7998,106,0.8620,21.24787,10.03842,94.66391,95.8724,67.22558,70.85165,6674.896256,10156.81637,0.8431489,0.9395006,0.8551779,0.8753214,0.7011539,0.7712188
11007,Guanajuato,Celaya,101,alto,0.8221,107,0.8618,21.08807,11.9702,91.77713,93.09396,63.1519,66.73063,12044.69615,13567.66118,0.8445224,0.9228957,0.8223539,0.8430619,0.7996725,0.8195449
03009,Baja California Sur,Loreto,118,alto,0.8175,108,0.8617,23.62079,15.77773,95.47083,96.27504,64.41432,69.80331,10625.86904,13656.71787,0.8227522,0.8901681,0.8511866,0.8745113,0.7787539,0.8206369
31059,Yucatán,Progreso,285,alto,0.7930,109,0.8616,22.21277,10.28865,94.4348,94.66076,64.17333,68.75904,6659.60231,11185.21925,0.8348551,0.9373498,0.8434765,0.8602685,0.700771,0.7873164
21119,Puebla,San Andrés Cholula,481,alto,0.7741,110,0.8613,24.34106,14.61454,92.2921,95.19474,61.09464,69.52034,6126.622164,13411.89022,0.8165611,0.9001664,0.8189294,0.8663661,0.6868485,0.8176176
15108,México,Tultepec,121,alto,0.8171,111,0.8613,20.85671,10.74369,95.5054,96.14375,66.02592,68.08025,8838.291022,10874.26864,0.8465108,0.9334387,0.8567891,0.8678925,0.7480105,0.7826107
06007,Colima,Manzanillo,174,alto,0.8073,112,0.8608,21.10732,12.25587,93.87016,94.52606,62.029,65.86167,8685.188715,12995.20883,0.844357,0.9204406,0.8325644,0.8497127,0.745094,0.8123499
26002,Sonora,Agua Prieta,181,alto,0.8061,113,0.8605,22.48658,12.00646,97.13157,97.57481,56.99769,66.04514,8854.092965,11255.39868,0.8325015,0.9225842,0.8375362,0.8706492,0.7483087,0.7883604
19048,Nuevo León,Santa Catarina,130,alto,0.8157,114,0.8599,20.81634,11.58636,96.45748,96.69003,59.12674,61.95827,9504.906028,12261.30489,0.8468582,0.9261952,0.840139,0.8511278,0.7601469,0.8026474
15033,México,Ecatepec de Morelos,176,alto,0.8067,115,0.8597,19.783,11.2247,96.09674,96.62642,65.37441,67.20151,6875.516798,10813.75141,0.8557401,0.9293041,0.8585596,0.8681812,0.7060965,0.7816793
28027,Tamaulipas,Nuevo Laredo,126,alto,0.8159,116,0.8596,22.05577,11.54195,96.07205,96.23547,58.2004,64.95214,10529.69984,11666.97512,0.8362046,0.9265769,0.8344817,0.8580769,0.7772365,0.7943546
30138,Veracruz,Río Blanco,87,alto,0.8245,117,0.8593,19.21759,9.37308,94.56583,95.38279,70.64743,72.74719,8799.101772,9192.807775,0.8606001,0.9452198,0.8659303,0.8783759,0.7472689,0.7545745
26039,Sonora,Naco,295,alto,0.7921,118,0.8592,21.12739,9.82609,97.40103,97.91402,61.02733,63.04445,5860.414552,10296.78734,0.8441843,0.9413261,0.8527646,0.8629083,0.6794341,0.7735032
15039,México,Ixtapaluca,146,alto,0.8117,119,0.8592,20.88703,11.45256,95.15874,96.37307,65.78682,70.66813,8186.722808,10218.37427,0.8462505,0.9273454,0.853681,0.8780475,0.7352291,0.7722273
26053,Sonora,San Felipe de Jesús,238,alto,0.7989,120,0.8588,23.72206,12.88203,95.18901,97.45763,64.12213,75.55556,7775.341242,9496.227264,0.8218817,0.915058,0.8483338,0.9015694,0.7266241,0.7599944
10005,Durango,Durango,61,alto,0.8323,121,0.8583,21.26426,10.40498,96.77343,97.25074,66.31342,70.21598,11217.67738,9288.434284,0.843008,0.9363497,0.8662009,0.8823915,0.7878,0.7563018
19047,Nuevo León,Hidalgo,119,alto,0.8171,122,0.8581,21.09193,14.22038,94.93868,95.71695,57.06826,60.57987,10959.86432,14526.31388,0.8444892,0.9035545,0.8231521,0.8400459,0.7839193,0.8309399
29002,Tlaxcala,Apetatitlán de Antonio Carvajal,95,alto,0.8234,123,0.8581,21.21919,14.2691,96.33325,97.39262,72.24265,72.29279,8625.516746,10776.39034,0.8433953,0.9031354,0.8830305,0.8902601,0.7439433,0.7811016
